nm,n,k,wl
790,2.216935998,7.00E-05,0.79
791,2.216470529,5.94E-05,0.791
792,2.216004173,4.09E-05,0.792
793,2.215547257,3.00E-05,0.793
794,2.215090344,2.00E-05,0.794
795,2.214638215,1.52E-05,0.795
796,2.214189857,1.00E-05,0.796
797,2.213749601,0,0.797
798,2.213312685,0,0.798
799,2.212874787,0,0.799
800,2.212446428,0,0.8
801,2.212018072,0,0.801
802,2.211599714,0,0.802
803,2.211184599,0,0.803
804,2.210773,0,0.804
805,2.210364999,0,0.805
806,2.2099552,0,0.806
807,2.209555399,0,0.807
808,2.209155599,0,0.808
809,2.208755799,0,0.809
810,2.208365999,0,0.81
811,2.2079762,0,0.811
812,2.207586659,0,0.812
813,2.207205414,0,0.813
814,2.206824172,0,0.814
815,2.206447,0,0.815
816,2.206071686,0,0.816
817,2.205700443,0,0.817
818,2.2053292,0,0.818
819,2.204958115,0,0.819
820,2.204596714,0,0.82
821,2.204235472,0,0.821
822,2.203874228,0,0.822
823,2.203517371,0,0.823
824,2.203161743,0,0.824
825,2.202810499,0,0.825
826,2.202459315,0,0.826
827,2.202108013,0,0.827
828,2.201763943,0,0.828
829,2.201421256,0,0.829
830,2.20107857,0,0.83
831,2.200745886,0,0.831
832,2.200403201,0,0.832
833,2.200070514,0,0.833
834,2.19973783,0,0.834
835,2.199405143,0,0.835
836,2.199078086,0,0.836
837,2.198753958,0,0.837
838,2.198429828,0,0.838
839,2.198105701,0,0.839
840,2.197781713,0,0.84
841,2.197467443,0,0.841
842,2.197153314,0,0.842
843,2.196839186,0,0.843
844,2.196525057,0,0.844
845,2.196210928,0,0.845
846,2.1959068,0,0.846
847,2.19559267,0,0.847
848,2.195288543,0,0.848
849,2.194984413,0,0.849
850,2.194685714,0,0.85
851,2.194386158,0,0.851
852,2.194084572,0,0.852
853,2.193789,0,0.853
854,2.19349343,0,0.854
855,2.193199643,0,0.855
856,2.192912286,0,0.856
857,2.192616714,0,0.857
858,2.192331143,0,0.858
859,2.192045572,0,0.859
860,2.191759999,0,0.86
861,2.191474429,0,0.861
862,2.191198857,0,0.862
863,2.190913286,0,0.863
864,2.190637714,0,0.864
865,2.190362142,0,0.865
866,2.190086571,0,0.866
867,2.189810999,0,0.867
868,2.189535429,0,0.868
869,2.18926787,0,0.869
870,2.188994285,0,0.87
871,2.188723843,0,0.871
872,2.188456829,0,0.872
873,2.188197572,0,0.873
874,2.187932801,0,0.874
875,2.187665785,0,0.875
876,2.187408772,0,0.876
877,2.187145286,0,0.877
878,2.186884743,0,0.878
879,2.186627729,0,0.879
880,2.186370714,0,0.88
881,2.1861237,0,0.881
882,2.185866685,0,0.882
883,2.185617486,0,0.883
884,2.185362657,0,0.884
885,2.185115643,0,0.885
886,2.184868628,0,0.886
887,2.184621613,0,0.887
888,2.1843746,0,0.888
889,2.184127585,0,0.889
890,2.183888285,0,0.89
891,2.183643558,0,0.891
892,2.183406543,0,0.892
893,2.183162915,0,0.893
894,2.182924458,0,0.894
895,2.182686,0,0.895
896,2.182457544,0,0.896
897,2.182219086,0,0.897
898,2.181984457,0,0.898
899,2.181752172,0,0.899
900,2.181523714,0,0.9
901,2.181295257,0,0.901
902,2.181066799,0,0.902
903,2.180838343,0,0.903
904,2.180609885,0,0.904
905,2.180381428,0,0.905
906,2.1801576,0,0.906
907,2.179934514,0,0.907
908,2.179716057,0,0.908
909,2.179487899,0,0.909
910,2.179269143,0,0.91
911,2.179050687,0,0.911
912,2.178832229,0,0.912
913,2.178613772,0,0.913
914,2.1783984,0,0.914
915,2.178186857,0,0.915
916,2.177968601,0,0.916
917,2.1777587,0,0.917
918,2.177541486,0,0.918
919,2.177333029,0,0.919
920,2.177124571,0,0.92
921,2.176916114,0,0.921
922,2.176707657,0,0.922
923,2.1764993,0,0.923
924,2.176289399,0,0.924
925,2.1760895,0,0.925
926,2.1758796,0,0.926
927,2.1756797,0,0.927
928,2.1754798,0,0.928
929,2.175269899,0,0.929
