nm,n,k,wl
496.84433,2.059757,2.521095,0.49684433
497.598389,2.063342,2.523363,0.497598389
498.352386,2.066917,2.525619,0.498352386
499.106323,2.070482,2.527863,0.499106323
499.860199,2.074038,2.530094,0.499860199
500.614044,2.077585,2.532312,0.500614044
501.367828,2.081121,2.534519,0.501367828
502.121552,2.084649,2.536714,0.502121552
502.875214,2.088166,2.538897,0.502875214
503.628845,2.091675,2.541068,0.503628845
504.382416,2.095173,2.543228,0.504382416
505.135925,2.098662,2.545376,0.505135925
505.889374,2.102142,2.547513,0.505889374
506.642761,2.105612,2.549639,0.506642761
507.396118,2.109072,2.551754,0.507396118
508.149414,2.112524,2.553858,0.508149414
508.902649,2.115965,2.555952,0.508902649
509.655853,2.119397,2.558035,0.509655853
510.408966,2.12282,2.560107,0.510408966
511.162048,2.126233,2.562169,0.511162048
511.91507,2.129637,2.56422,0.51191507
512.66803,2.133032,2.566262,0.51266803
513.420959,2.136417,2.568294,0.513420959
514.173828,2.139793,2.570316,0.514173828
514.926636,2.143159,2.572328,0.514926636
515.679382,2.146516,2.57433,0.515679382
516.432129,2.149864,2.576323,0.516432129
517.184753,2.153203,2.578307,0.517184753
517.937378,2.156532,2.580281,0.517937378
518.68988,2.159852,2.582246,0.51868988
519.442383,2.163163,2.584202,0.519442383
520.194824,2.166465,2.586149,0.520194824
520.947205,2.169758,2.588088,0.520947205
521.699524,2.173041,2.590018,0.521699524
522.451843,2.176316,2.591939,0.522451843
523.204041,2.179581,2.593852,0.523204041
523.956238,2.182838,2.595756,0.523956238
524.708374,2.186085,2.597652,0.524708374
525.460388,2.189323,2.59954,0.525460388
526.212402,2.192553,2.601419,0.526212402
526.964355,2.195773,2.603291,0.526964355
527.716309,2.198985,2.605155,0.527716309
528.46814,2.202187,2.607012,0.52846814
529.219971,2.205381,2.60886,0.529219971
529.97168,2.208566,2.610701,0.52997168
530.723389,2.211742,2.612535,0.530723389
531.475037,2.21491,2.614361,0.531475037
532.226624,2.218069,2.61618,0.532226624
532.978149,2.221219,2.617992,0.532978149
533.729675,2.22436,2.619797,0.533729675
534.481079,2.227493,2.621595,0.534481079
535.232483,2.230617,2.623386,0.535232483
535.983826,2.233733,2.62517,0.535983826
536.735046,2.23684,2.626947,0.536735046
537.486267,2.239938,2.628718,0.537486267
538.237488,2.243029,2.630482,0.538237488
538.988586,2.24611,2.63224,0.538988586
539.739624,2.249184,2.633991,0.539739624
540.490662,2.252249,2.635737,0.540490662
541.241638,2.255306,2.637476,0.541241638
541.992554,2.258354,2.639209,0.541992554
542.743408,2.261394,2.640936,0.542743408
543.494202,2.264426,2.642657,0.543494202
544.244934,2.26745,2.644372,0.544244934
544.995667,2.270466,2.646081,0.544995667
545.746277,2.273473,2.647785,0.545746277
546.496887,2.276473,2.649483,0.546496887
547.247437,2.279464,2.651176,0.547247437
